index,ID,Title,Citation,Content,SectionDetail1,SectionDetail2,SectionDetail3,SectionDetail4,CodingSummary,Disease Investigation,DIxRef,Disease Reporting,DRepxRef,Syndromic Surveillance,SSxRef,Lab Reporting,LRxRef,Cancer Registry,CRxRef,Immunization Registry,IRxRef,Vital Statistics,VSxRef,Birth Defects,BDxRef,Newborn Blood Screening,NBBSxRef,MethPrecursorTracking,MethTrackingxRef,Anatomical Gift,AGxRef,Mental and Behavioral Health Reporting,MHRxRef,Accountable Care Organizations,ACOxRef,HIE-HIO,HIExRef,EHR-Treatment,EHRxRef,EHR-Education,EdxRef,EHR-Corrections,CxRef,Workers Compensation,WCxRef,Payor,PxRef,Prescription Drug Monitoring Program,PDMPxRef,ControlledSubstances,CSxRef,HealthCareQuality,HCQxRef,AdvanceDirectiveInformationSystems,ADISxRef,TraumaInformationSystems,TISxRef,ChildBloodLead,CBLxRef,NewbornHearingScreening,NBHSxRef,MedicalMarijuana,MMxR,EMSReporting,EMSxRef,ChildSupportWelfareFoster,CSupportxRef,HazardousSubstanceRegistry,HazSubxRef,DriversLicense,DLxRef,ResearchPublicUse,PubUsexRef,HITOversight,HITOxRef,GovernmentRecords,GovRecxRef,OccupationalHealth,OHxRef,PublicAssistance,PubAssistxRef,DentalIdentification,DentalxRef,VulnerablePopulations,VulnerablePopxRef,BreathTestingRec,BreathTestxRef,VoterRegistration,VoterRegxRef,PropertyTax,PropertyTaxxRef,FamilyPlanning,FamPlanxRef,HealthcareServiceReport,HCSReportxRef,InfectiousDisEpiSystem,IDEpiSystemxRef,AdminInvestigations,AdminInvestxRef,MedMalReporting,MedMalxRef,MentalHealthGun,MHGunxRef,BirthRelatedComp,BirthRelatedCompxR,ChronicDiseaseIS,ChronicDiseaseISxR,Location 1
1622,1211,.0902 LEVEL II TRAUMA CENTER CRITERIA,10A NC ADC 13P.0902 | Title 10A. Department of Health and Human Services (Refs & Annos),Regulations,Title 10A. Department of Health and Human Services (Refs & Annos),Chapter 13. Nc Medical Care Commission,Subchapter 13P. Emergency Medical Services and Trauma Rules,Section .0900. Trauma Center Standards and Approval,"EHR-T,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1623,1518,5160.45 Confidentiality of information regarding a medical assistance recipient; exceptions,OH ST § 5160.45,Statutes,Title LI. Public Welfare,Chapter 5160. Medicaid Department--General Provisions,Information,,"Pay,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1624,132,070.00.8-08-00-0008. Minimum Requirements for the Storage and Handling of Prescription Drugs and For the Establishment and Maintenance of Prescription Drug Distribution Records.,AR ADC 070.00.8-08-00-0008 | Title 070. Board of Pharmacy,Regulations,Title 070. Board of Pharmacy,Division 00.,Rule 8. Wholesale Distribution,,"EHR-T,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1625,69,540-X-8-.08. Requirements For Collaborative Practice By Physicians And Certified Registered Nurse Practitioners.,AL ADC 540-X-8-.08 | Alabama Board of Medical Examiners,Regulations,Alabama Board of Medical Examiners,Chapter 540-X-8. Advanced Practice Nurses: Collaborative Practice,,,"EHR-T,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1626,2322,Section 8. Reporting Guidelines.,WY ADC HLTH WIR Ch. 1 s 8 | Department of Health,Regulations,Department of Health,Wyoming Immunization Registry,Chapter 1. Rules and Regulations for the Wyoming Immunization Registry,,"IR,",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1627,599,641-96.6(144) Non-birthing institutions.,IA ADC 641-96.6(144) | Agency 641 Public Health Department,Regulations,Agency 641 Public Health Department,Chapter 96 Birth Registration,,,"VS,",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1628,1184,37.85.1123. ELIGIBLE HOSPITAL INCENTIVE PAYMENT CALCULATION,MT ADC 37.85.1123 | Title 37. Public Health and Human Services,Regulations,Title 37. Public Health and Human Services,Chapter 85. General Medicaid Services,Sub-chapter 11. Montana Medicaid Provider Incentive Program for Electronic Healthcare Records,,"EHR-TxR, Pay,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1629,2253,DHS 144.02 Definitions.,WI ADC s DHS 144.02 | Department of Health Services,Regulations,Department of Health Services,Chapter DHS 144. Immunization of Students,,,"EHR-E,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1630,2744,191.237. Health care providers not to be penalized for failure to participate in particular health information organization--definitions,MO ST 191.237,Statutes,Title XII. Public Health and Welfare,Chapter 191. Health and Welfare,,,"HIE,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1631,630,001. TITLE AND SCOPE.,ID ADC 16.03.25.001 | Agency 16. Department of Health and Welfare,Regulations,Agency 16. Department of Health and Welfare,Title 03.,Chapter 25. Idaho Medicaid Electronic Health Record (EHR) Incentive Program,,"EHR-TxR, Pay,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1632,275,001 DEFINITIONS,"174 NE ADC Ch. 10, § 001 | Health and Human Services System",Regulations,Health and Human Services System,Title 174: Vital Statistics,Chapter 10 - Method of Amending Certificates and Reports,,"VS,",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1633,2697,§ 65-28-15. Pilot Demonstration Projects.,WV ADC § 65-28-15 | Title 65. Health Care Authority,Regulations,,,,,"HIE,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1634,1947,§ 32.201. Definitions,TX HUM RES § 32.201,Statutes,Human Resources Code (Refs & Annos),Title 2. Department of Human Services and Department of Protective and Regulatory Services (Refs & Annos),Subtitle C. Assistance Programs,Chapter 32. Medical Assistance Program,"EHR-TxR, Pay,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1635,1307,30:4D-8.4. Applicants for certification; time to apply; limitation upon number; additional qualification requirements,NJ ST 30:4D-8.4,Statutes,Title 30. Institutions and Agencies,Subtitle 1B. Medical Assistance,Chapter 4D. Medical Assistance Program (Refs & Annos),I. Medical Assistance and Health Services Act,"ACOxR, Pay,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1636,1860,0940-05-42-.01 DEFINITIONS.,TN ADC 0940-05-42-.01 | 0940. Department of Mental Health and Developmental Disabilities,Regulations,0940. Department of Mental Health and Developmental Disabilities,0940-05. Office of Licensure,Chapter 0940-05-42. Minimum Program Requirements for Non-Residential Opioid Treatment Program Facilities,,"MHRxR, EHR-T, PDMPxR, OtherxR,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1637,495,383.336. Provider hospitals; practice parameters; peer review board,FL ST § 383.336,Statutes,Title XXIX. Public Health (Chapters 381-408),Chapter 383. Maternal and Infant Health Care,,,"EHR-T,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1638,2460,§ 10. Reporting requirements for private and public health care payers and third-party administrators,MA ST 12C § 10,Statutes,Part I. Administration of the Government (Ch. 1-182),Title II. Executive and Administrative Officers of the Commonwealth (Ch. 6-28A),Chapter 12C. Center for Health Information and Analysis,,"Pay,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1639,2342,§ 25-42-102. Policy,AR ST § 25-42-102,Statutes,Title 25. State Government,Chapter 42. Health Information Technology,,,"HIExR, Other, HITO,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1640,588,441-79.3(249A) Maintenance of records by providers of service.,IA ADC 441-79.3(249A) | Agency 441 Human Services Department,Regulations,Agency 441 Human Services Department,Title VIII Medical Assistance,Chapter 79 Other Policies Relating to Providers of Medical and Remedial Care,,"Pay,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1641,237,§ 3370. Case Records File and Unit Health Records Material-Access and Release.,15 CA ADC § 3370 | Title 15. Crime Prevention and Corrections,Regulations,Title 15. Crime Prevention and Corrections,"Division 3. Adult Institutions, Programs and Parole",Chapter 1. Rules and Regulations of Adult Operations and Programs,,"EHR-C,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1642,1676,333-515-0030 Safety and Emergency Precautions,"OR ADC 333-515-0030 | Chapter 333. Oregon Health Authority, Public Health Division",Regulations,"Chapter 333. Oregon Health Authority, Public Health Division",Division 515. Hospital Environmental and Maintenance Services,,,"EHR-T,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1643,1045,145.9268. Community clinic grants,MN ST § 145.9268,Statutes,Health (Ch. 144-159),Chapter 145. Public Health Provisions,Community Health Services,,"EHR-TxR, Pay,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1644,1183,37.85.1121. ELIGIBLE PROVIDER INCENTIVE PAYMENT SCHEDULE,MT ADC 37.85.1121 | Title 37. Public Health and Human Services,Regulations,Title 37. Public Health and Human Services,Chapter 85. General Medicaid Services,Sub-chapter 11. Montana Medicaid Provider Incentive Program for Electronic Healthcare Records,,"EHR-TxR, Pay,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1645,1948,§ 32.202. Electronic Communications,TX HUM RES § 32.202,Statutes,Human Resources Code (Refs & Annos),Title 2. Department of Human Services and Department of Protective and Regulatory Services (Refs & Annos),Subtitle C. Assistance Programs,Chapter 32. Medical Assistance Program,"HIExR, EHR-TxR, Pay, OtherxR, ChildSupportxR,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1646,1569,§ 1011.4. Database of clinical utilization information--Needs analysis--Electronic prescribing pilot program,OK ST T. 56 § 1011.4,Statutes,Title 56. Poor Persons (Refs & Annos),Chapter 16B. Oklahoma Medicaid Reform Act of 2006,,,"EHR-TxR, Pay,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1647,1333,8:2A-3.2 Access to NJ-EDRS,NJ ADC 8:2A-3.2 | Title 8. Health,Regulations,Title 8. Health,Chapter 2A. Death Records (Refs & Annos),Subchapter 3. New Jersey Electronic Death Registration System,,"VS,",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1648,572,§ 23-202-10. Confidentiality of information and records.,HI ADC § 23-202-10 | Title 23. Department of Public Safety,Regulations,Title 23. Department of Public Safety,Subtitle 3. Law Enforcement,Chapter 202. Medical Use of Marijuana,,"Other, MedMJ,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1649,44,8 AAC 45.032. Files.,8 AK ADC 45.032 | Title 8. Labor and Workforce Development,Regulations,Title 8. Labor and Workforce Development,Part 3. Workers' Compensation,"Chapter 45. Compensation, Medical Benefits, and Proceedings Before the Alaska Workers' Compensation Board",,"WC,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1650,1277,He-P 806.17 Patient Records.,NH ADC HE-P 806.17 | Office of Legislative Services,Regulations,Office of Legislative Services,Division of Administrative Rules,Department of Health and Human Services Division of Public Health Services,Chapter HE-P 800. Residential Care and Health Facility Rules,"EHR-T,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1651,983,.03 Code of Ethics.,MD ADC 10.56.03.03 | Title 10 Department of Health and Mental Hygiene,Regulations,Title 10 Department of Health and Mental Hygiene,Subtitle 56 Board of Dietetic Practice,Chapter 03 Code of Ethical Practices,,"EHR-T,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1652,2537,§ 54-59-25. Health information technology advisory committee--Duties,ND ST 54-59-25,Statutes,Title 54. State Government,Chapter 54-59. Information Technology Department,,,"Other, HITO,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1653,641,200. EHR: FEDERALLY INITIATED PROGRAM.,ID ADC 16.03.25.200 | Agency 16. Department of Health and Welfare,Regulations,Agency 16. Department of Health and Welfare,Title 03.,Chapter 25. Idaho Medicaid Electronic Health Record (EHR) Incentive Program,Eligibility Determination (Sections 100 through 399),"EHR-TxR, Pay,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1654,2578,§ 7100.6. Immunity from liability,OK ST T. 63 § 7100.6,Statutes,Title 63. Public Health and Safety,Chapter 83. Oklahoma Health Information Exchange Act,,,"HIE,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1655,452,§ 4-209.04. Confidentiality of information.,DC CODE § 4-209.04,Statutes,Division I. Government of District.,Title 4. Public Care Systems,Chapter 2. Public Assistance,Subchapter IX. Investigation of Applicants; Issuance of Identification Card; Check Distribution,"Pay, OtherxR, PubAssistancexR,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1656,507,409.916. Grants and Donations Trust Fund,FL ST § 409.916,Statutes,Title XXX. Social Welfare (Chapters 409-434),Chapter 409. Social and Economic Assistance,Part III. Medicaid,,"EHR-TxR, Pay,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1657,215,§ 14046.1. Administration of Medi-Cal Electronic Health Records Incentive Program; requirements of State Medicaid Health Information Technology Plan,CA WEL & INST § 14046.1,Statutes,Welfare and Institutions Code,Division 9. Public Social Services,Part 3. Aid and Medical Assistance,Chapter 7. Basic Health Care,"HIE, EHR-TxR,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1658,2736,65-6830. Same; health information organizations; standards for approval and operation,KS ST 65-6830,Statutes,Chapter 65. Public Health,Article 68. Health Care Data,,,"HIE,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1659,1174,37.85.1103. DEFINITIONS,MT ADC 37.85.1103 | Title 37. Public Health and Human Services,Regulations,Title 37. Public Health and Human Services,Chapter 85. General Medicaid Services,Sub-chapter 11. Montana Medicaid Provider Incentive Program for Electronic Healthcare Records,,"EHR-TxR, Pay,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1660,76,580-2-9-.06. Consumer Records.,AL ADC 580-2-9-.06 | Department of Mental Health and Mental Retardation,Regulations,Department of Mental Health and Mental Retardation,Mental Illness Community Programs,Chapter 580-2-9. Program Operation,,"EHR-T,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1661,1765,§ 21-28-3.32. Electronic prescription database,RI ST § 21-28-3.32,Statutes,Title 21. Food and Drugs,Chapter 28. Uniform Controlled Substances Act (Refs & Annos),"Article III. Regulation of Manufacturing, Distributing, Prescribing, Administering, and Dispensing Controlled Substances",,"EHR-TxR, PDMP, CSxR,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
